order,structure ID,full structure name,abbreviation,parent_id,depth in tree,structure_id_path,total_voxel_counts (10 um),Structure independently delineated (not merged to form parents),Major Division,summary_structure,meso_area
669,1020,Posterior complex of the thalamus,PO,138,7,/997/8/343/1129/549/856/138/1020/,1252618,Y,,Y,Thalamus
670,1029,Posterior limiting nucleus of the thalamus,POL,138,7,/997/8/343/1129/549/856/138/1029/,205490,Y,,Y,Thalamus
671,325,Suprageniculate nucleus,SGN,138,7,/997/8/343/1129/549/856/138/325/,180892,Y,,Y,Thalamus
672,560581551,Ethmoid nucleus of the thalamus,Eth,138,7,/997/8/343/1129/549/856/138/560581551/,235712,Y,,,Thalamus
674,239,Anterior group of the dorsal thalamus,ATN,856,6,/997/8/343/1129/549/856/239/,2158754,,,,Thalamus
675,255,Anteroventral nucleus of thalamus,AV,239,7,/997/8/343/1129/549/856/239/255/,415604,Y,,Y,Thalamus
676,127,Anteromedial nucleus,AM,239,7,/997/8/343/1129/549/856/239/127/,410622,,,Y,Thalamus
677,1096,"Anteromedial nucleus, dorsal part",AMd,127,8,/997/8/343/1129/549/856/239/127/1096/,244270,Y,,,Thalamus
678,1104,"Anteromedial nucleus, ventral part",AMv,127,8,/997/8/343/1129/549/856/239/127/1104/,166352,Y,,,Thalamus
679,64,Anterodorsal nucleus,AD,239,7,/997/8/343/1129/549/856/239/64/,161114,Y,,Y,Thalamus
680,1120,Interanteromedial nucleus of the thalamus,IAM,239,7,/997/8/343/1129/549/856/239/1120/,43372,Y,,Y,Thalamus
681,1113,Interanterodorsal nucleus of the thalamus,IAD,239,7,/997/8/343/1129/549/856/239/1113/,111558,Y,,Y,Thalamus
682,155,Lateral dorsal nucleus of thalamus,LD,239,7,/997/8/343/1129/549/856/239/155/,1016484,Y,,Y,Thalamus
683,444,Medial group of the dorsal thalamus,MED,856,6,/997/8/343/1129/549/856/444/,2017460,,,,Thalamus
684,59,Intermediodorsal nucleus of the thalamus,IMD,444,7,/997/8/343/1129/549/856/444/59/,176410,Y,,Y,Thalamus
685,362,Mediodorsal nucleus of thalamus,MD,444,7,/997/8/343/1129/549/856/444/362/,1383390,Y,,Y,Thalamus
689,366,Submedial nucleus of the thalamus,SMT,444,7,/997/8/343/1129/549/856/444/366/,306336,Y,,Y,Thalamus
690,1077,Perireunensis nucleus,PR,444,7,/997/8/343/1129/549/856/444/1077/,151324,Y,,Y,Thalamus
691,571,Midline group of the dorsal thalamus,MTN,856,6,/997/8/343/1129/549/856/571/,1186056,,,,Thalamus
692,149,Paraventricular nucleus of the thalamus,PVT,571,7,/997/8/343/1129/549/856/571/149/,444484,Y,,Y,Thalamus
693,15,Parataenial nucleus,PT,571,7,/997/8/343/1129/549/856/571/15/,229952,Y,,Y,Thalamus
694,181,Nucleus of reuniens,RE,571,7,/997/8/343/1129/549/856/571/181/,423954,Y,,Y,Thalamus
695,560581559,Xiphoid thalamic nucleus,Xi,571,7,/997/8/343/1129/549/856/571/560581559/,87666,Y,,Y,Thalamus
696,51,Intralaminar nuclei of the dorsal thalamus,ILM,856,6,/997/8/343/1129/549/856/51/,1600950,,,,Thalamus
697,189,Rhomboid nucleus,RH,51,7,/997/8/343/1129/549/856/51/189/,90694,Y,,Y,Thalamus
698,599,Central medial nucleus of the thalamus,CM,51,7,/997/8/343/1129/549/856/51/599/,249570,Y,,Y,Thalamus
699,907,Paracentral nucleus,PCN,51,7,/997/8/343/1129/549/856/51/907/,238112,Y,,Y,Thalamus
700,575,Central lateral nucleus of the thalamus,CL,51,7,/997/8/343/1129/549/856/51/575/,360936,Y,,Y,Thalamus
701,930,Parafascicular nucleus,PF,51,7,/997/8/343/1129/549/856/51/930/,485994,Y,,Y,Thalamus
702,560581563,Posterior intralaminar thalamic nucleus,PIL,51,7,/997/8/343/1129/549/856/51/560581563/,175644,Y,,Y,Thalamus
703,262,Reticular nucleus of the thalamus,RT,856,6,/997/8/343/1129/549/856/262/,1447360,Y,,Y,Thalamus
704,1014,"Geniculate group, ventral thalamus",GENv,856,6,/997/8/343/1129/549/856/1014/,523522,,,,Thalamus
705,27,Intergeniculate leaflet of the lateral geniculate complex,IGL,1014,7,/997/8/343/1129/549/856/1014/27/,68420,Y,,Y,Thalamus
706,563807439,Intermediate geniculate nucleus,IntG,1014,7,/997/8/343/1129/549/856/1014/563807439/,22500,Y,,Y,Thalamus
707,178,Ventral part of the lateral geniculate complex,LGv,1014,7,/997/8/343/1129/549/856/1014/178/,405742,Y,,Y,Thalamus
710,321,Subgeniculate nucleus,SubG,1014,7,/997/8/343/1129/549/856/1014/321/,26860,Y,,Y,Thalamus
711,958,Epithalamus,EPI,856,6,/997/8/343/1129/549/856/958/,664746,,,,Thalamus
712,483,Medial habenula,MH,958,7,/997/8/343/1129/549/856/958/483/,320028,Y,,Y,Thalamus
713,186,Lateral habenula,LH,958,7,/997/8/343/1129/549/856/958/186/,344718,Y,,Y,Thalamus
715,1097,Hypothalamus,HY,1129,4,/997/8/343/1129/1097/,15202202,,Y,,Hypothalamus
716,157,Periventricular zone,PVZ,1097,5,/997/8/343/1129/1097/157/,782664,,,,Hypothalamus
717,390,Supraoptic nucleus,SO,157,6,/997/8/343/1129/1097/157/390/,46946,Y,,Y,Hypothalamus
718,332,Accessory supraoptic group,ASO,157,6,/997/8/343/1129/1097/157/332/,6214,Y,,Y,Hypothalamus
720,38,Paraventricular hypothalamic nucleus,PVH,157,6,/997/8/343/1129/1097/157/38/,188750,Y,,Y,Hypothalamus
731,30,"Periventricular hypothalamic nucleus, anterior part",PVa,157,6,/997/8/343/1129/1097/157/30/,50782,Y,,Y,Hypothalamus
732,118,"Periventricular hypothalamic nucleus, intermediate part",PVi,157,6,/997/8/343/1129/1097/157/118/,205036,Y,,Y,Hypothalamus
733,223,Arcuate hypothalamic nucleus,ARH,157,6,/997/8/343/1129/1097/157/223/,284936,Y,,Y,Hypothalamus
734,141,Periventricular region,PVR,1097,5,/997/8/343/1129/1097/141/,2045774,,,,Hypothalamus
735,72,Anterodorsal preoptic nucleus,ADP,141,6,/997/8/343/1129/1097/141/72/,99530,Y,,Y,Hypothalamus
737,263,Anteroventral preoptic nucleus,AVP,141,6,/997/8/343/1129/1097/141/263/,92556,Y,,Y,Hypothalamus
738,272,Anteroventral periventricular nucleus,AVPV,141,6,/997/8/343/1129/1097/141/272/,181184,Y,,Y,Hypothalamus
739,830,Dorsomedial nucleus of the hypothalamus,DMH,141,6,/997/8/343/1129/1097/141/830/,376062,Y,,Y,Hypothalamus
743,452,Median preoptic nucleus,MEPO,141,6,/997/8/343/1129/1097/141/452/,40260,Y,,Y,Hypothalamus
744,523,Medial preoptic area,MPO,141,6,/997/8/343/1129/1097/141/523/,555530,Y,,Y,Hypothalamus
745,763,Vascular organ of the lamina terminalis,OV,141,6,/997/8/343/1129/1097/141/763/,8664,Y,,Y,Hypothalamus
746,914,Posterodorsal preoptic nucleus,PD,141,6,/997/8/343/1129/1097/141/914/,11666,Y,,Y,Hypothalamus
747,1109,Parastrial nucleus,PS,141,6,/997/8/343/1129/1097/141/1109/,96670,Y,,Y,Hypothalamus
749,126,"Periventricular hypothalamic nucleus, posterior part",PVp,141,6,/997/8/343/1129/1097/141/126/,124558,Y,,Y,Hypothalamus
750,133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,141,6,/997/8/343/1129/1097/141/133/,147648,Y,,Y,Hypothalamus
751,347,Subparaventricular zone,SBPV,141,6,/997/8/343/1129/1097/141/347/,109400,Y,,Y,Hypothalamus
752,286,Suprachiasmatic nucleus,SCH,141,6,/997/8/343/1129/1097/141/286/,65776,Y,,Y,Hypothalamus
753,338,Subfornical organ,SFO,141,6,/997/8/343/1129/1097/141/338/,20716,Y,,Y,Hypothalamus
754,576073699,Ventromedial preoptic nucleus,VMPO,141,6,/997/8/343/1129/1097/141/576073699/,50128,Y,,Y,Hypothalamus
755,689,Ventrolateral preoptic nucleus,VLPO,141,6,/997/8/343/1129/1097/141/689/,65426,Y,,Y,Hypothalamus
756,467,Hypothalamic medial zone,MEZ,1097,5,/997/8/343/1129/1097/467/,3847266,,,,Hypothalamus
757,88,Anterior hypothalamic nucleus,AHN,467,6,/997/8/343/1129/1097/467/88/,710594,Y,,Y,Hypothalamus
762,331,Mammillary body,MBO,467,6,/997/8/343/1129/1097/467/331/,1015810,,,,Hypothalamus
763,210,Lateral mammillary nucleus,LM,331,7,/997/8/343/1129/1097/467/331/210/,77444,Y,,Y,Hypothalamus
764,491,Medial mammillary nucleus,MM,331,7,/997/8/343/1129/1097/467/331/491/,540136,,,Y,Hypothalamus
765,732,"Medial mammillary nucleus, median part",Mmme,491,8,/997/8/343/1129/1097/467/331/491/732/,76958,Y,,,Hypothalamus
766,606826647,"Medial mammillary nucleus, lateral part",Mml,491,8,/997/8/343/1129/1097/467/331/491/606826647/,212658,Y,,,Hypothalamus
767,606826651,"Medial mammillary nucleus, medial part",Mmm,491,8,/997/8/343/1129/1097/467/331/491/606826651/,135784,Y,,,Hypothalamus
768,606826655,"Medial mammillary nucleus, posterior part",Mmp,491,8,/997/8/343/1129/1097/467/331/491/606826655/,37878,Y,,,Hypothalamus
769,606826659,"Medial mammillary nucleus, dorsal part",Mmd,491,8,/997/8/343/1129/1097/467/331/491/606826659/,76858,Y,,,Hypothalamus
770,525,Supramammillary nucleus,SUM,331,7,/997/8/343/1129/1097/467/331/525/,254722,Y,,Y,Hypothalamus
773,557,Tuberomammillary nucleus,TM,331,7,/997/8/343/1129/1097/467/331/557/,143508,,,,Hypothalamus
774,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,8,/997/8/343/1129/1097/467/331/557/1126/,35706,Y,,Y,Hypothalamus
775,1,"Tuberomammillary nucleus, ventral part",TMv,557,8,/997/8/343/1129/1097/467/331/557/1/,107802,Y,,Y,Hypothalamus
776,515,Medial preoptic nucleus,MPN,467,6,/997/8/343/1129/1097/467/515/,406420,Y,,Y,Hypothalamus
780,980,Dorsal premammillary nucleus,PMd,467,6,/997/8/343/1129/1097/467/980/,132210,Y,,Y,Hypothalamus
781,1004,Ventral premammillary nucleus,PMv,467,6,/997/8/343/1129/1097/467/1004/,195022,Y,,Y,Hypothalamus
782,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,467,6,/997/8/343/1129/1097/467/63/,130642,Y,,Y,Hypothalamus
787,693,Ventromedial hypothalamic nucleus,VMH,467,6,/997/8/343/1129/1097/467/693/,549454,Y,,Y,Hypothalamus
792,946,Posterior hypothalamic nucleus,PH,467,6,/997/8/343/1129/1097/467/946/,707114,Y,,Y,Hypothalamus
793,290,Hypothalamic lateral zone,LZ,1097,5,/997/8/343/1129/1097/290/,5685588,,,,Hypothalamus
794,194,Lateral hypothalamic area,LHA,290,6,/997/8/343/1129/1097/290/194/,2064508,Y,,Y,Hypothalamus
795,226,Lateral preoptic area,LPO,290,6,/997/8/343/1129/1097/290/226/,559976,Y,,Y,Hypothalamus
796,356,Preparasubthalamic nucleus,PST,290,6,/997/8/343/1129/1097/290/356/,12456,Y,,Y,Hypothalamus
797,364,Parasubthalamic nucleus,PSTN,290,6,/997/8/343/1129/1097/290/364/,166506,Y,,Y,Hypothalamus
798,576073704,Perifornical nucleus,PeF,290,6,/997/8/343/1129/1097/290/576073704/,214254,Y,,Y,Hypothalamus
799,173,Retrochiasmatic area,RCH,290,6,/997/8/343/1129/1097/290/173/,150330,Y,,Y,Hypothalamus
800,470,Subthalamic nucleus,STN,290,6,/997/8/343/1129/1097/290/470/,194600,Y,,Y,Hypothalamus
801,614,Tuberal nucleus,TU,290,6,/997/8/343/1129/1097/290/614/,523216,Y,,Y,Hypothalamus
802,797,Zona incerta,ZI,290,6,/997/8/343/1129/1097/290/797/,1799742,Y,,Y,Hypothalamus
804,804,Fields of Forel,FF,797,7,/997/8/343/1129/1097/290/797/804/,240814,Y,,,Hypothalamus
805,10671,Median eminence,ME,1097,5,/997/8/343/1129/1097/10671/,81550,Y,,Y,Brainstem
806,313,Midbrain,MB,343,3,/997/8/343/313/,36740486,,Y,,Brainstem
807,339,"Midbrain, sensory related",MBsen,313,4,/997/8/343/313/339/,6856862,,,,Brainstem
808,302,"Superior colliculus, sensory related",SCs,339,5,/997/8/343/313/339/302/,2156454,,,Y,Brainstem
809,851,"Superior colliculus, optic layer",SCop,302,6,/997/8/343/313/339/302/851/,642388,Y,,,Brainstem
810,842,"Superior colliculus, superficial gray layer",SCsg,302,6,/997/8/343/313/339/302/842/,1152824,Y,,,Brainstem
811,834,"Superior colliculus, zonal layer",SCzo,302,6,/997/8/343/313/339/302/834/,361242,Y,,,Brainstem
812,4,Inferior colliculus,IC,339,5,/997/8/343/313/339/4/,4445566,,,Y,Brainstem
813,811,"Inferior colliculus, central nucleus",ICc,4,6,/997/8/343/313/339/4/811/,1126574,Y,,,Brainstem
814,820,"Inferior colliculus, dorsal nucleus",ICd,4,6,/997/8/343/313/339/4/820/,1323802,Y,,,Brainstem
815,828,"Inferior colliculus, external nucleus",ICe,4,6,/997/8/343/313/339/4/828/,1995190,Y,,,Brainstem
816,580,Nucleus of the brachium of the inferior colliculus,NB,339,5,/997/8/343/313/339/580/,87926,Y,,Y,Brainstem
817,271,Nucleus sagulum,SAG,339,5,/997/8/343/313/339/271/,98190,Y,,Y,Brainstem
818,874,Parabigeminal nucleus,PBG,339,5,/997/8/343/313/339/874/,44764,Y,,Y,Brainstem
819,460,Midbrain trigeminal nucleus,MEV,339,5,/997/8/343/313/339/460/,9484,Y,,Y,Brainstem
820,599626923,Subcommissural organ,SCO,339,5,/997/8/343/313/339/599626923/,14478,Y,,Y,Brainstem
821,323,"Midbrain, motor related",MBmot,313,4,/997/8/343/313/323/,21297964,,,,Brainstem
822,381,"Substantia nigra, reticular part",SNr,323,5,/997/8/343/313/323/381/,1549976,Y,,Y,Brainstem
823,749,Ventral tegmental area,VTA,323,5,/997/8/343/313/323/749/,428618,Y,,Y,Brainstem
824,607344830,Paranigral nucleus,PN,323,5,/997/8/343/313/323/607344830/,21736,Y,,Y,Brainstem
825,246,"Midbrain reticular nucleus, retrorubral area",RR,323,5,/997/8/343/313/323/246/,137776,Y,,Y,Brainstem
826,128,Midbrain reticular nucleus,MRN,323,5,/997/8/343/313/323/128/,5143256,Y,,Y,Brainstem
830,294,"Superior colliculus, motor related",SCm,323,5,/997/8/343/313/323/294/,5652434,,,Y,Brainstem
831,26,"Superior colliculus, motor related, deep gray layer",SCdg,294,6,/997/8/343/313/323/294/26/,1194828,Y,,,Brainstem
832,42,"Superior colliculus, motor related, deep white layer",SCdw,294,6,/997/8/343/313/323/294/42/,330292,Y,,,Brainstem
833,17,"Superior colliculus, motor related, intermediate white layer",SCiw,294,6,/997/8/343/313/323/294/17/,2089810,Y,,,Brainstem
834,10,"Superior colliculus, motor related, intermediate gray layer",SCig,294,6,/997/8/343/313/323/294/10/,2037504,Y,,,Brainstem
838,795,Periaqueductal gray,PAG,323,5,/997/8/343/313/323/795/,4693792,Y,,Y,Brainstem
839,50,Precommissural nucleus,PRC,795,6,/997/8/343/313/323/795/50/,170706,Y,,,Brainstem
840,67,Interstitial nucleus of Cajal,INC,795,6,/997/8/343/313/323/795/67/,79728,Y,,,Brainstem
841,587,Nucleus of Darkschewitsch,ND,795,6,/997/8/343/313/323/795/587/,92372,Y,,,Brainstem
842,614454277,Supraoculomotor periaqueductal gray,Su3,795,6,/997/8/343/313/323/795/614454277/,42112,Y,,,Brainstem
843,1100,Pretectal region,PRT,323,5,/997/8/343/313/323/1100/,2080124,,,,Brainstem
844,215,Anterior pretectal nucleus,APN,1100,6,/997/8/343/313/323/1100/215/,1276024,Y,,Y,Brainstem
845,531,Medial pretectal area,MPT,1100,6,/997/8/343/313/323/1100/531/,43788,Y,,Y,Brainstem
846,628,Nucleus of the optic tract,NOT,1100,6,/997/8/343/313/323/1100/628/,205480,Y,,Y,Brainstem
847,634,Nucleus of the posterior commissure,NPC,1100,6,/997/8/343/313/323/1100/634/,289708,Y,,Y,Brainstem
848,706,Olivary pretectal nucleus,OP,1100,6,/997/8/343/313/323/1100/706/,58126,Y,,Y,Brainstem
849,1061,Posterior pretectal nucleus,PPT,1100,6,/997/8/343/313/323/1100/1061/,144830,Y,,Y,Brainstem
850,549009203,Retroparafascicular nucleus,RPF,1100,6,/997/8/343/313/323/1100/549009203/,62168,Y,,,Brainstem
852,616,Cuneiform nucleus,CUN,323,5,/997/8/343/313/323/616/,551428,Y,,Y,Brainstem
853,214,Red nucleus,RN,323,5,/997/8/343/313/323/214/,787766,Y,,Y,Brainstem
854,35,Oculomotor nucleus,III,323,5,/997/8/343/313/323/35/,32532,Y,,Y,Brainstem
855,549009211,Medial accesory oculomotor nucleus,MA3,323,5,/997/8/343/313/323/549009211/,16356,Y,,Y,Brainstem
856,975,Edinger-Westphal nucleus,EW,323,5,/997/8/343/313/323/975/,25458,Y,,Y,Brainstem
857,115,Trochlear nucleus,IV,323,5,/997/8/343/313/323/115/,7258,Y,,Y,Brainstem
858,606826663,Paratrochlear nucleus,Pa4,323,5,/997/8/343/313/323/606826663/,16166,Y,,Y,Brainstem
859,757,Ventral tegmental nucleus,VTN,323,5,/997/8/343/313/323/757/,37530,Y,,Y,Brainstem
860,231,Anterior tegmental nucleus,AT,323,5,/997/8/343/313/323/231/,43064,Y,,Y,Brainstem
861,66,Lateral terminal nucleus of the accessory optic tract,LT,323,5,/997/8/343/313/323/66/,17884,Y,,Y,Brainstem
862,75,Dorsal terminal nucleus of the accessory optic tract,DT,323,5,/997/8/343/313/323/75/,11452,Y,,Y,Brainstem
863,58,Medial terminal nucleus of the accessory optic tract,MT,323,5,/997/8/343/313/323/58/,43358,Y,,Y,Brainstem
865,348,"Midbrain, behavioral state related",MBsta,313,4,/997/8/343/313/348/,1822778,,,,Brainstem
866,374,"Substantia nigra, compact part",SNc,348,5,/997/8/343/313/348/374/,196792,Y,,Y,Brainstem
867,1052,Pedunculopontine nucleus,PPN,348,5,/997/8/343/313/348/1052/,892486,Y,,Y,Brainstem
868,165,Midbrain raphe nuclei,RAmb,348,5,/997/8/343/313/348/165/,733500,,,,Brainstem
869,12,Interfascicular nucleus raphe,IF,165,6,/997/8/343/313/348/165/12/,86796,Y,,Y,Brainstem
870,100,Interpeduncular nucleus,IPN,165,6,/997/8/343/313/348/165/100/,354972,,,Y,Brainstem
871,607344834,"Interpeduncular nucleus, rostral",IPR,100,7,/997/8/343/313/348/165/100/607344834/,80340,Y,,,Brainstem
872,607344838,"Interpeduncular nucleus, caudal",IPC,100,7,/997/8/343/313/348/165/100/607344838/,68470,Y,,,Brainstem
873,607344842,"Interpeduncular nucleus, apical",IPA,100,7,/997/8/343/313/348/165/100/607344842/,25108,Y,,,Brainstem
874,607344846,"Interpeduncular nucleus, lateral",IPL,100,7,/997/8/343/313/348/165/100/607344846/,62012,Y,,,Brainstem
875,607344850,"Interpeduncular nucleus, intermediate",IPI,100,7,/997/8/343/313/348/165/100/607344850/,31928,Y,,,Brainstem
876,607344854,"Interpeduncular nucleus, dorsomedial",IPDM,100,7,/997/8/343/313/348/165/100/607344854/,19070,Y,,,Brainstem
877,607344858,"Interpeduncular nucleus, dorsolateral",IPDL,100,7,/997/8/343/313/348/165/100/607344858/,37920,Y,,,Brainstem
878,607344862,"Interpeduncular nucleus, rostrolateral",IPRL,100,7,/997/8/343/313/348/165/100/607344862/,19074,Y,,,Brainstem
879,197,Rostral linear nucleus raphe,RL,165,6,/997/8/343/313/348/165/197/,55664,Y,,Y,Brainstem
880,591,Central linear nucleus raphe,CLI,165,6,/997/8/343/313/348/165/591/,83176,Y,,Y,Brainstem
881,872,Dorsal nucleus raphe,DR,165,6,/997/8/343/313/348/165/872/,152892,Y,,Y,Brainstem
882,1065,Hindbrain,HB,343,3,/997/8/343/1065/,47674342,,,,Brainstem
883,771,Pons,P,1065,4,/997/8/343/1065/771/,16709052,,Y,,Brainstem
884,1132,"Pons, sensory related",P-sen,771,5,/997/8/343/1065/771/1132/,3850166,,,,Brainstem
885,612,Nucleus of the lateral lemniscus,NLL,1132,6,/997/8/343/1065/771/1132/612/,723784,Y,,Y,Brainstem
889,7,Principal sensory nucleus of the trigeminal,PSV,1132,6,/997/8/343/1065/771/1132/7/,1106076,Y,,Y,Brainstem
890,867,Parabrachial nucleus,PB,1132,6,/997/8/343/1065/771/1132/867/,1121664,Y,,Y,Brainstem
891,123,Koelliker-Fuse subnucleus,KF,867,7,/997/8/343/1065/771/1132/867/123/,175206,Y,,,Brainstem
902,398,Superior olivary complex,SOC,1132,6,/997/8/343/1065/771/1132/398/,898642,,,Y,Brainstem
903,122,"Superior olivary complex, periolivary region",POR,398,7,/997/8/343/1065/771/1132/398/122/,365934,Y,,,Brainstem
904,105,"Superior olivary complex, medial part",SOCm,398,7,/997/8/343/1065/771/1132/398/105/,195214,Y,,,Brainstem
905,114,"Superior olivary complex, lateral part",SOCl,398,7,/997/8/343/1065/771/1132/398/114/,337494,Y,,,Brainstem
906,987,"Pons, motor related",P-mot,771,5,/997/8/343/1065/771/987/,5794764,,,,Brainstem
907,280,Barrington's nucleus,B,987,6,/997/8/343/1065/771/987/280/,15566,Y,,Y,Brainstem
908,880,Dorsal tegmental nucleus,DTN,987,6,/997/8/343/1065/771/987/880/,103734,Y,,Y,Brainstem
910,599626927,Posterodorsal tegmental nucleus,PDTg,987,6,/997/8/343/1065/771/987/599626927/,48028,Y,,Y,Brainstem
911,898,Pontine central gray,PCG,987,6,/997/8/343/1065/771/987/898/,541422,Y,,Y,Brainstem
912,931,Pontine gray,PG,987,6,/997/8/343/1065/771/987/931/,965046,Y,,Y,Brainstem
913,1093,"Pontine reticular nucleus, caudal part",PRNc,987,6,/997/8/343/1065/771/987/1093/,2349048,Y,,Y,Brainstem
915,318,Supragenual nucleus,SG,987,6,/997/8/343/1065/771/987/318/,17360,Y,,Y,Brainstem
917,534,Supratrigeminal nucleus,SUT,987,6,/997/8/343/1065/771/987/534/,259600,Y,,Y,Brainstem
918,574,Tegmental reticular nucleus,TRN,987,6,/997/8/343/1065/771/987/574/,689664,Y,,Y,Brainstem
919,621,Motor nucleus of trigeminal,V,987,6,/997/8/343/1065/771/987/621/,354758,Y,,Y,Brainstem
920,549009215,Peritrigeminal zone,P5,987,6,/997/8/343/1065/771/987/549009215/,321414,Y,,Y,Brainstem
921,549009219,Accessory trigeminal nucleus,Acs5,987,6,/997/8/343/1065/771/987/549009219/,13912,Y,,Y,Brainstem
922,549009223,Parvicellular motor 5 nucleus,PC5,987,6,/997/8/343/1065/771/987/549009223/,70708,Y,,Y,Brainstem
923,549009227,Intertrigeminal nucleus,I5,987,6,/997/8/343/1065/771/987/549009227/,44504,Y,,Y,Brainstem
924,1117,"Pons, behavioral state related",P-sat,771,5,/997/8/343/1065/771/1117/,3462014,,,,Brainstem
925,679,Superior central nucleus raphe,CS,1117,6,/997/8/343/1065/771/1117/679/,601652,Y,,Y,Brainstem
928,147,Locus ceruleus,LC,1117,6,/997/8/343/1065/771/1117/147/,14486,Y,,Y,Brainstem
929,162,Laterodorsal tegmental nucleus,LDT,1117,6,/997/8/343/1065/771/1117/162/,203476,Y,,Y,Brainstem
930,604,Nucleus incertus,NI,1117,6,/997/8/343/1065/771/1117/604/,108230,Y,,Y,Brainstem
931,146,Pontine reticular nucleus,PRNr,1117,6,/997/8/343/1065/771/1117/146/,2363054,Y,,Y,Brainstem
932,238,Nucleus raphe pontis,RPO,1117,6,/997/8/343/1065/771/1117/238/,97170,Y,,Y,Brainstem
933,350,Subceruleus nucleus,SLC,1117,6,/997/8/343/1065/771/1117/350/,26734,Y,,Y,Brainstem
934,358,Sublaterodorsal nucleus,SLD,1117,6,/997/8/343/1065/771/1117/358/,47212,Y,,Y,Brainstem
935,354,Medulla,MY,1065,4,/997/8/343/1065/354/,30965290,,Y,,Brainstem
936,386,"Medulla, sensory related",MY-sen,354,5,/997/8/343/1065/354/386/,7933114,,,,Brainstem
937,207,Area postrema,AP,386,6,/997/8/343/1065/354/386/207/,52784,Y,,Y,Brainstem
938,607,Cochlear nuclei,CN,386,6,/997/8/343/1065/354/386/607/,1629282,,,,Brainstem
941,96,Dorsal cochlear nucleus,DCO,607,7,/997/8/343/1065/354/386/607/96/,612196,Y,,Y,Brainstem
942,101,Ventral cochlear nucleus,VCO,607,7,/997/8/343/1065/354/386/607/101/,1017086,Y,,Y,Brainstem
943,720,Dorsal column nuclei,DCN,386,6,/997/8/343/1065/354/386/720/,414748,,,,Brainstem
944,711,Cuneate nucleus,CU,720,7,/997/8/343/1065/354/386/720/711/,333124,Y,,Y,Brainstem
945,1039,Gracile nucleus,GR,720,7,/997/8/343/1065/354/386/720/1039/,81624,Y,,Y,Brainstem
946,903,External cuneate nucleus,ECU,386,6,/997/8/343/1065/354/386/903/,204724,Y,,Y,Brainstem
947,642,Nucleus of the trapezoid body,NTB,386,6,/997/8/343/1065/354/386/642/,154456,Y,,Y,Brainstem
948,651,Nucleus of the solitary tract,NTS,386,6,/997/8/343/1065/354/386/651/,848828,Y,,Y,Brainstem
954,429,"Spinal nucleus of the trigeminal, caudal part",SPVC,386,6,/997/8/343/1065/354/386/429/,1680902,Y,,Y,Brainstem
955,437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,386,6,/997/8/343/1065/354/386/437/,1848386,Y,,Y,Brainstem
956,445,"Spinal nucleus of the trigeminal, oral part",SPVO,386,6,/997/8/343/1065/354/386/445/,996370,Y,,Y,Brainstem
962,589508451,Paratrigeminal nucleus,Pa5,386,6,/997/8/343/1065/354/386/589508451/,102634,Y,,Y,Brainstem
964,370,"Medulla, motor related",MY-mot,354,5,/997/8/343/1065/354/370/,17489144,,,,Brainstem
965,653,Abducens nucleus,VI,370,6,/997/8/343/1065/354/370/653/,30332,Y,,Y,Brainstem
967,661,Facial motor nucleus,VII,370,6,/997/8/343/1065/354/370/661/,916898,Y,,Y,Brainstem
968,576,Accessory facial motor nucleus,ACVII,370,6,/997/8/343/1065/354/370/576/,5628,Y,,Y,Brainstem
970,135,Nucleus ambiguus,AMB,370,6,/997/8/343/1065/354/370/135/,43088,,,Y,Brainstem
971,939,"Nucleus ambiguus, dorsal division",AMBd,135,7,/997/8/343/1065/354/370/135/939/,21208,Y,,,Brainstem
972,143,"Nucleus ambiguus, ventral division",AMBv,135,7,/997/8/343/1065/354/370/135/143/,21880,Y,,,Brainstem
973,839,Dorsal motor nucleus of the vagus nerve,DMX,370,6,/997/8/343/1065/354/370/839/,174194,Y,,Y,Brainstem
975,1048,Gigantocellular reticular nucleus,GRN,370,6,/997/8/343/1065/354/370/1048/,2623754,Y,,Y,Brainstem
976,372,Infracerebellar nucleus,ICB,370,6,/997/8/343/1065/354/370/372/,53468,Y,,Y,Brainstem
977,83,Inferior olivary complex,IO,370,6,/997/8/343/1065/354/370/83/,511758,Y,,Y,Brainstem
978,136,Intermediate reticular nucleus,IRN,370,6,/997/8/343/1065/354/370/136/,2777478,Y,,Y,Brainstem
979,106,Inferior salivatory nucleus,ISN,370,6,/997/8/343/1065/354/370/106/,7224,Y,,Y,Brainstem
980,203,Linear nucleus of the medulla,LIN,370,6,/997/8/343/1065/354/370/203/,61296,Y,,Y,Brainstem
981,235,Lateral reticular nucleus,LRN,370,6,/997/8/343/1065/354/370/235/,569734,,,Y,Brainstem
982,955,"Lateral reticular nucleus, magnocellular part",LRNm,235,7,/997/8/343/1065/354/370/235/955/,512858,Y,,,Brainstem
983,963,"Lateral reticular nucleus, parvicellular part",LRNp,235,7,/997/8/343/1065/354/370/235/963/,56876,Y,,,Brainstem
984,307,Magnocellular reticular nucleus,MARN,370,6,/997/8/343/1065/354/370/307/,533332,Y,,Y,Brainstem
