abbreviation,region name,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,DMT1 count,DMT2 count,DMT3 count,DMT4 count,DMT5 count,DMT6 count,DMT7 count,DMT8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
MA,Magnocellular nucleus,274.0,979.0,446.0,555.0,3089.0,743.0,1484.0,2352.0,551.0,829.0,858.0,846.0,1271.0,591.0,802.0,667.0,93.0,434.0,445.0,430.0,461.0,364.0,582.0,159.0,1114.0,1783.0,2221.0,1358.0,1809.0,2057.0,1673.0,656.0,307.0,450.0,499.0,529.0,404.0,2688.0,490.0,1209.0,1238.0,2310.0,719.0,1308.0,2413.0,1620.0,2026.0,2115.0,150.0,655.0,535.0,712.0,108.0,708.0,288.0,390.0,941.0,355.0,665.0,73.0,314.0,1360.0,78.0,1808.0
BST,Bed nuclei of the stria terminalis,4297.0,15606.0,10440.0,6314.0,26894.0,12260.0,7880.0,18877.0,6565.0,6289.0,8850.0,8984.0,10489.0,11848.0,6576.0,7123.0,2322.0,4780.0,6624.0,4827.0,4311.0,6064.0,8736.0,5906.0,11547.0,13799.0,22780.0,14899.0,15942.0,11037.0,17010.0,8998.0,13534.0,13563.0,9252.0,24916.0,11599.0,14404.0,10220.0,18885.0,12798.0,15117.0,12354.0,14935.0,17585.0,11650.0,15925.0,13006.0,5980.0,6708.0,5842.0,14274.0,10813.0,13959.0,10349.0,5621.0,10336.0,9089.0,7429.0,1651.0,18744.0,10448.0,3504.0,17851.0
NDB,Diagonal band nucleus,482.0,4205.0,925.0,2908.0,3317.0,1743.0,2734.0,2636.0,1174.0,2312.0,1596.0,1655.0,896.0,1194.0,1151.0,1534.0,794.0,1836.0,1288.0,1153.0,1627.0,1152.0,1847.0,507.0,1743.0,3260.0,4796.0,1900.0,4159.0,4865.0,1427.0,1643.0,1083.0,2017.0,1469.0,1919.0,1142.0,4264.0,1844.0,3671.0,2372.0,4068.0,2336.0,2378.0,3234.0,2408.0,3984.0,3495.0,248.0,707.0,1062.0,1528.0,224.0,1635.0,1026.0,866.0,2514.0,636.0,1376.0,345.0,868.0,3130.0,940.0,3569.0
TRS,Triangular nucleus of septum,1024.0,7112.0,1143.0,1942.0,3455.0,906.0,1788.0,1367.0,883.0,1469.0,1574.0,1502.0,2121.0,748.0,992.0,385.0,550.0,432.0,809.0,540.0,872.0,665.0,894.0,669.0,1516.0,1937.0,2208.0,401.0,1534.0,684.0,2099.0,841.0,564.0,445.0,148.0,1068.0,1545.0,1671.0,2056.0,2435.0,4035.0,4692.0,2691.0,4089.0,4918.0,4102.0,3812.0,4076.0,908.0,724.0,851.0,1847.0,741.0,703.0,169.0,479.0,1227.0,1202.0,630.0,488.0,345.0,174.0,162.0,706.0
BAC,Bed nucleus of the anterior commissure,19.0,118.0,43.0,16.0,68.0,2.0,14.0,27.0,2.0,19.0,47.0,10.0,0.0,8.0,43.0,6.0,3.0,16.0,6.0,8.0,10.0,38.0,30.0,23.0,29.0,42.0,15.0,3.0,60.0,21.0,13.0,0.0,25.0,40.0,69.0,49.0,12.0,62.0,27.0,60.0,71.0,91.0,40.0,57.0,93.0,52.0,88.0,40.0,11.0,9.0,16.0,30.0,22.0,33.0,41.0,30.0,6.0,15.0,47.0,7.0,34.0,19.0,6.0,146.0
MEA,Medial amygdalar nucleus,8717.0,6772.0,11023.0,16548.0,41906.0,21395.0,17410.0,22039.0,6259.0,14065.0,18368.0,14577.0,22031.0,13602.0,15799.0,10637.0,6462.0,6913.0,7633.0,7312.0,7447.0,7108.0,10800.0,5054.0,10174.0,12787.0,24626.0,9826.0,19413.0,11685.0,25758.0,13656.0,59871.0,56899.0,29500.0,48849.0,15759.0,22796.0,17496.0,36496.0,16590.0,22207.0,14356.0,15002.0,21887.0,17825.0,18994.0,25610.0,5563.0,8942.0,6638.0,17740.0,25702.0,18902.0,19757.0,15074.0,17604.0,6463.0,20785.0,6771.0,54787.0,31797.0,19235.0,49093.0
MS,Medial septal nucleus,483.0,6278.0,1103.0,1047.0,6633.0,1174.0,1448.0,1675.0,496.0,2371.0,1618.0,1710.0,1926.0,1995.0,1597.0,763.0,642.0,1215.0,2060.0,808.0,1398.0,1621.0,2548.0,1485.0,2309.0,3533.0,3477.0,934.0,2839.0,1602.0,2144.0,1008.0,2428.0,2008.0,1701.0,2294.0,1005.0,2772.0,2035.0,3920.0,3512.0,3273.0,2004.0,2725.0,3812.0,2576.0,4045.0,1932.0,725.0,1184.0,1304.0,1796.0,1270.0,1126.0,957.0,927.0,1880.0,1842.0,1435.0,445.0,769.0,1456.0,271.0,2735.0
IA,Intercalated amygdalar nucleus,994.0,647.0,787.0,1348.0,2792.0,2239.0,1490.0,2543.0,845.0,1393.0,1979.0,1871.0,2127.0,1274.0,1761.0,1310.0,593.0,714.0,742.0,882.0,516.0,735.0,987.0,511.0,1403.0,1428.0,2407.0,1049.0,1268.0,1091.0,2606.0,1212.0,4950.0,4000.0,3061.0,5770.0,1592.0,2160.0,1555.0,4063.0,1992.0,2105.0,1215.0,1353.0,1700.0,1582.0,1761.0,2000.0,930.0,702.0,608.0,1162.0,1563.0,1369.0,1369.0,1184.0,1845.0,512.0,1284.0,388.0,3640.0,2956.0,1406.0,4204.0
LSv,Lateral septal nucleus ventral part,3824.0,9215.0,5825.0,7572.0,19737.0,8012.0,5318.0,14604.0,6366.0,10145.0,9598.0,10614.0,7573.0,13082.0,7378.0,7622.0,6577.0,6138.0,8571.0,5071.0,5604.0,8613.0,12588.0,6777.0,11552.0,15212.0,22047.0,6161.0,12610.0,7761.0,7098.0,6359.0,15022.0,15106.0,14800.0,32596.0,13547.0,12275.0,10070.0,15273.0,14071.0,14549.0,12787.0,13424.0,17200.0,12856.0,12889.0,12591.0,6712.0,6441.0,5822.0,11090.0,13892.0,13704.0,11021.0,8589.0,11468.0,9672.0,6982.0,1729.0,15153.0,13364.0,6326.0,25051.0
BA,Bed nucleus of the accessory olfactory tract,261.0,37.0,5.0,0.0,171.0,4.0,4.0,15.0,7.0,85.0,39.0,27.0,8.0,36.0,18.0,29.0,43.0,34.0,3.0,25.0,11.0,12.0,4.0,0.0,1.0,228.0,336.0,21.0,186.0,47.0,26.0,24.0,663.0,717.0,564.0,430.0,25.0,86.0,67.0,73.0,62.0,117.0,88.0,39.0,32.0,58.0,109.0,156.0,2.0,11.0,16.0,9.0,230.0,183.0,141.0,130.0,390.0,50.0,156.0,48.0,797.0,345.0,224.0,470.0
CEA,Central amygdalar nucleus,6381.0,6635.0,5011.0,6939.0,16720.0,12315.0,10857.0,19603.0,1367.0,7202.0,10226.0,7729.0,9551.0,5814.0,7305.0,5213.0,2402.0,5158.0,6423.0,6996.0,3650.0,3980.0,4709.0,7278.0,14226.0,11733.0,17157.0,7168.0,7739.0,7963.0,15652.0,9614.0,11897.0,13361.0,10572.0,24738.0,8587.0,10762.0,7150.0,21011.0,14376.0,14295.0,8195.0,8199.0,13848.0,13385.0,11624.0,13894.0,9399.0,3770.0,3169.0,9405.0,11920.0,11881.0,12495.0,11168.0,3890.0,1419.0,2728.0,791.0,10318.0,12294.0,3379.0,10816.0
CP,Caudoputamen,52313.0,247002.0,73279.0,139591.0,257638.0,124388.0,154312.0,305088.0,89871.0,107157.0,102123.0,103362.0,160734.0,169027.0,64281.0,103896.0,25523.0,26879.0,54786.0,57283.0,36829.0,72666.0,60453.0,45602.0,181237.0,183720.0,369694.0,69217.0,129312.0,142907.0,166629.0,128659.0,42431.0,24036.0,48636.0,81504.0,91307.0,111683.0,64263.0,94812.0,363942.0,302959.0,216750.0,287522.0,240080.0,320340.0,370122.0,338144.0,47304.0,72084.0,80556.0,127347.0,65503.0,62629.0,38529.0,37481.0,120386.0,78502.0,86173.0,13265.0,39435.0,36293.0,18809.0,65242.0
FS,Fundus of striatum,1879.0,1551.0,1564.0,2264.0,4691.0,2816.0,2423.0,6904.0,743.0,1369.0,1147.0,2111.0,3651.0,2157.0,1509.0,1764.0,204.0,831.0,958.0,795.0,713.0,770.0,919.0,830.0,2270.0,2448.0,4741.0,2620.0,2965.0,3046.0,4275.0,1245.0,1632.0,1009.0,1147.0,3194.0,1341.0,3890.0,1696.0,4272.0,3385.0,4319.0,3485.0,3238.0,2942.0,2639.0,3491.0,3030.0,1551.0,2182.0,1870.0,4029.0,1604.0,2553.0,2393.0,869.0,1339.0,451.0,886.0,110.0,1802.0,3560.0,700.0,2443.0
OT,Olfactory tubercle,11112.0,9436.0,6405.0,17075.0,41851.0,8394.0,26738.0,39554.0,10348.0,11587.0,6148.0,11433.0,23731.0,15769.0,7136.0,13992.0,2697.0,3796.0,1608.0,4758.0,5485.0,1411.0,2180.0,717.0,7293.0,30212.0,54103.0,13561.0,24285.0,36377.0,30474.0,18408.0,22187.0,20699.0,18681.0,30390.0,17320.0,25574.0,20070.0,18347.0,28925.0,34553.0,33522.0,35505.0,28178.0,30259.0,40241.0,33496.0,967.0,7813.0,5836.0,16304.0,8246.0,22999.0,10094.0,9784.0,13441.0,8669.0,18814.0,5874.0,21130.0,33078.0,15778.0,34874.0
LSc,Lateral septal nucleus caudal (caudodorsal) part,1282.0,5960.0,833.0,1798.0,3191.0,1605.0,1154.0,3222.0,1405.0,2045.0,1865.0,2120.0,3116.0,2746.0,2312.0,1620.0,1094.0,565.0,1273.0,899.0,1407.0,1124.0,1843.0,1146.0,2617.0,2006.0,1998.0,514.0,1723.0,824.0,1030.0,1624.0,1370.0,742.0,143.0,1385.0,2596.0,2433.0,1812.0,2760.0,4158.0,5925.0,3994.0,5186.0,4447.0,4484.0,2866.0,5366.0,897.0,372.0,510.0,2131.0,1344.0,617.0,230.0,290.0,2546.0,1158.0,1135.0,310.0,660.0,84.0,59.0,277.0
ACB,Nucleus accumbens,8588.0,35577.0,23795.0,41098.0,74443.0,38355.0,64371.0,79798.0,19704.0,23962.0,30032.0,31448.0,30716.0,52321.0,19896.0,31632.0,5156.0,11931.0,19611.0,20567.0,14154.0,16329.0,15919.0,14182.0,44153.0,53979.0,91696.0,19947.0,54462.0,64932.0,41604.0,27476.0,16332.0,29322.0,23878.0,51489.0,44446.0,48587.0,37575.0,61401.0,64073.0,80225.0,62979.0,64753.0,65003.0,59429.0,70203.0,65223.0,11864.0,19666.0,29312.0,45740.0,12252.0,33655.0,21135.0,12567.0,33205.0,9980.0,28849.0,4958.0,18865.0,34230.0,7020.0,43723.0
SF,Septofimbrial nucleus,1812.0,8647.0,2360.0,853.0,7096.0,915.0,495.0,1751.0,663.0,1755.0,1933.0,1553.0,3787.0,1425.0,1116.0,508.0,754.0,627.0,1219.0,533.0,763.0,879.0,1120.0,770.0,1557.0,1918.0,3388.0,809.0,1765.0,999.0,3230.0,936.0,1271.0,1118.0,371.0,2799.0,2209.0,2382.0,2240.0,3016.0,3932.0,4021.0,2719.0,3406.0,4553.0,3713.0,5233.0,3170.0,1052.0,1585.0,572.0,1498.0,1245.0,827.0,354.0,838.0,1929.0,2255.0,626.0,682.0,834.0,629.0,78.0,1195.0
SH,Septohippocampal nucleus,162.0,515.0,71.0,176.0,709.0,107.0,130.0,106.0,27.0,241.0,335.0,100.0,232.0,214.0,239.0,83.0,77.0,29.0,95.0,69.0,175.0,132.0,58.0,81.0,428.0,466.0,758.0,59.0,439.0,184.0,140.0,220.0,20.0,124.0,143.0,49.0,75.0,102.0,70.0,150.0,517.0,370.0,270.0,301.0,537.0,417.0,764.0,265.0,19.0,192.0,55.0,83.0,66.0,33.0,36.0,30.0,180.0,78.0,57.0,76.0,37.0,118.0,6.0,84.0
AAA,Anterior amygdalar area,1149.0,1090.0,1006.0,816.0,4324.0,552.0,2534.0,3678.0,655.0,2036.0,2488.0,2315.0,2011.0,1307.0,1845.0,1212.0,452.0,1487.0,1499.0,817.0,1302.0,711.0,1670.0,463.0,1623.0,3188.0,4928.0,1626.0,2492.0,2811.0,2841.0,584.0,1938.0,1745.0,1686.0,2883.0,1308.0,4850.0,2291.0,4267.0,3633.0,4094.0,1716.0,2669.0,3971.0,3301.0,3461.0,2821.0,1082.0,1085.0,1008.0,1769.0,827.0,1347.0,1613.0,697.0,1212.0,204.0,835.0,158.0,1742.0,2029.0,675.0,4188.0
LSr,Lateral septal nucleus rostral (rostroventral) part,9506.0,28925.0,9317.0,17179.0,43314.0,13274.0,10160.0,23112.0,10117.0,24093.0,22448.0,20582.0,17764.0,23582.0,16634.0,12640.0,11327.0,8791.0,14888.0,10196.0,12326.0,13995.0,19453.0,12241.0,27875.0,29471.0,42024.0,7046.0,25658.0,14114.0,15598.0,12465.0,13573.0,22261.0,21040.0,33688.0,24802.0,25630.0,22996.0,33415.0,35512.0,35752.0,28383.0,29516.0,36849.0,33461.0,35664.0,30293.0,11135.0,10585.0,10042.0,18633.0,19295.0,16158.0,10432.0,12515.0,22649.0,13619.0,13529.0,4378.0,20191.0,15050.0,7119.0,26812.0
MD,Mediodorsal nucleus of thalamus,8300.0,24904.0,5192.0,2111.0,15991.0,3415.0,3598.0,5673.0,3727.0,6649.0,9061.0,4634.0,8996.0,7857.0,3699.0,2850.0,3234.0,2527.0,4819.0,3574.0,2361.0,3154.0,4797.0,4315.0,5797.0,6302.0,17883.0,6297.0,5498.0,6313.0,17144.0,4927.0,2972.0,7353.0,7392.0,9781.0,11457.0,11832.0,8862.0,18862.0,24506.0,23701.0,18939.0,21732.0,21895.0,23684.0,23294.0,18670.0,2392.0,5918.0,2445.0,6589.0,5035.0,3087.0,4241.0,2066.0,5933.0,6815.0,4425.0,1972.0,2744.0,2775.0,1372.0,4711.0
CM,Central medial nucleus of the thalamus,1697.0,5133.0,1611.0,869.0,2983.0,1408.0,483.0,1933.0,669.0,3168.0,3211.0,1858.0,1262.0,1751.0,1669.0,610.0,570.0,851.0,2088.0,936.0,1014.0,1117.0,1722.0,1109.0,2223.0,2395.0,6430.0,2460.0,2373.0,1478.0,4736.0,2285.0,1409.0,1770.0,3516.0,5864.0,2966.0,2456.0,2247.0,6025.0,5511.0,4988.0,4555.0,4399.0,4603.0,4478.0,5459.0,4297.0,965.0,1656.0,275.0,2853.0,941.0,1220.0,1657.0,736.0,1479.0,2152.0,1061.0,276.0,1139.0,1730.0,551.0,1733.0
SMT,Submedial nucleus of the thalamus,235.0,6115.0,670.0,822.0,2405.0,892.0,369.0,417.0,189.0,686.0,701.0,312.0,923.0,1104.0,203.0,265.0,61.0,103.0,603.0,120.0,144.0,269.0,488.0,214.0,434.0,729.0,2485.0,766.0,395.0,847.0,3180.0,487.0,69.0,232.0,806.0,752.0,1239.0,1506.0,479.0,2116.0,5151.0,3761.0,3725.0,4708.0,5061.0,4132.0,5858.0,3339.0,149.0,1138.0,148.0,667.0,149.0,130.0,235.0,50.0,303.0,1113.0,513.0,19.0,156.0,124.0,90.0,336.0
PR,Perireunensis nucleus,215.0,2339.0,1544.0,766.0,1510.0,1713.0,566.0,1026.0,197.0,1422.0,2237.0,1459.0,949.0,535.0,717.0,548.0,347.0,737.0,1298.0,808.0,794.0,969.0,1782.0,701.0,1296.0,1352.0,3538.0,1339.0,1108.0,261.0,3200.0,674.0,579.0,1207.0,1815.0,3778.0,2205.0,2151.0,1492.0,3328.0,2652.0,2614.0,2046.0,2170.0,2828.0,2143.0,2444.0,1645.0,848.0,786.0,409.0,1650.0,780.0,783.0,902.0,517.0,1098.0,703.0,988.0,12.0,765.0,629.0,255.0,2069.0
PT,Parataenial nucleus,2104.0,4320.0,655.0,1286.0,5842.0,2176.0,811.0,2922.0,1384.0,2144.0,2872.0,2436.0,1838.0,3912.0,1896.0,1339.0,988.0,1842.0,2295.0,1545.0,1197.0,1756.0,2511.0,2144.0,2512.0,3424.0,6764.0,2791.0,3269.0,2772.0,2159.0,2388.0,3170.0,3570.0,4668.0,6349.0,4160.0,4123.0,4621.0,5704.0,4171.0,4994.0,3724.0,3780.0,4590.0,4068.0,4084.0,3906.0,1257.0,1663.0,790.0,2680.0,2667.0,2448.0,2957.0,1192.0,2928.0,2769.0,1825.0,307.0,2355.0,2337.0,2443.0,4602.0
RE,Nucleus of reuniens,1431.0,7308.0,3141.0,2357.0,5903.0,2739.0,1631.0,1705.0,833.0,3037.0,3835.0,2516.0,2486.0,1503.0,1889.0,938.0,406.0,769.0,1834.0,801.0,836.0,1875.0,2650.0,888.0,2117.0,2153.0,8469.0,2886.0,1917.0,1896.0,7065.0,1516.0,1567.0,2967.0,4851.0,6923.0,6129.0,4477.0,3640.0,8373.0,6355.0,6144.0,3867.0,4455.0,6157.0,4969.0,5452.0,4219.0,793.0,2050.0,848.0,2832.0,1101.0,1220.0,1347.0,633.0,3574.0,2106.0,2665.0,138.0,958.0,1571.0,573.0,3012.0
Xi,Xiphoid thalamic nucleus,314.0,1539.0,781.0,413.0,1053.0,794.0,627.0,788.0,197.0,1020.0,1096.0,905.0,401.0,227.0,913.0,440.0,201.0,390.0,945.0,330.0,487.0,549.0,765.0,390.0,673.0,879.0,1924.0,1052.0,797.0,516.0,1617.0,769.0,1409.0,1469.0,1958.0,3194.0,1306.0,1253.0,1209.0,2552.0,1673.0,1334.0,1352.0,1126.0,1503.0,1281.0,1584.0,1265.0,430.0,260.0,343.0,1040.0,681.0,722.0,393.0,481.0,1012.0,428.0,539.0,15.0,629.0,1005.0,358.0,1733.0
RH,Rhomboid nucleus,537.0,2100.0,492.0,477.0,1479.0,359.0,157.0,689.0,218.0,1153.0,1132.0,843.0,418.0,419.0,542.0,228.0,179.0,330.0,629.0,249.0,223.0,241.0,486.0,343.0,669.0,985.0,3021.0,946.0,710.0,638.0,1632.0,914.0,405.0,1004.0,1671.0,2670.0,1200.0,938.0,899.0,2974.0,2067.0,1797.0,2089.0,1593.0,1583.0,2094.0,1969.0,2081.0,286.0,368.0,140.0,1100.0,479.0,476.0,775.0,357.0,722.0,555.0,192.0,47.0,268.0,289.0,187.0,737.0
PCN,Paracentral nucleus,225.0,3734.0,256.0,160.0,990.0,270.0,194.0,437.0,209.0,567.0,986.0,328.0,740.0,747.0,266.0,214.0,172.0,251.0,369.0,140.0,186.0,229.0,378.0,304.0,485.0,625.0,2899.0,953.0,378.0,349.0,2083.0,559.0,183.0,361.0,549.0,811.0,1092.0,1840.0,810.0,2315.0,3883.0,3108.0,2727.0,3806.0,3375.0,2992.0,3747.0,2243.0,147.0,567.0,61.0,765.0,188.0,144.0,122.0,127.0,241.0,1096.0,373.0,26.0,271.0,118.0,115.0,541.0
IGL,Intergeniculate leaflet of the lateral geniculate complex,306.0,648.0,347.0,545.0,859.0,794.0,106.0,941.0,136.0,603.0,1434.0,839.0,210.0,504.0,904.0,447.0,625.0,597.0,834.0,469.0,679.0,806.0,671.0,1026.0,860.0,1023.0,1418.0,216.0,323.0,656.0,532.0,758.0,747.0,178.0,267.0,870.0,908.0,958.0,775.0,1515.0,905.0,1070.0,728.0,1111.0,1188.0,961.0,928.0,1046.0,917.0,523.0,333.0,622.0,432.0,315.0,36.0,288.0,681.0,590.0,784.0,324.0,489.0,140.0,53.0,700.0
PF,Parafascicular nucleus,1477.0,7430.0,450.0,648.0,3001.0,1698.0,932.0,1182.0,906.0,1558.0,1921.0,534.0,1277.0,1911.0,1006.0,336.0,464.0,631.0,640.0,451.0,501.0,1044.0,1406.0,585.0,1529.0,1685.0,3493.0,938.0,1314.0,2029.0,2953.0,1478.0,529.0,381.0,391.0,1656.0,2154.0,4219.0,1923.0,2637.0,3356.0,3650.0,2248.0,2826.0,2641.0,2715.0,2606.0,3060.0,560.0,865.0,566.0,1525.0,844.0,191.0,390.0,144.0,1526.0,1958.0,1112.0,147.0,622.0,461.0,187.0,504.0
PIL,Posterior intralaminar thalamic nucleus,420.0,2105.0,1441.0,811.0,778.0,1688.0,786.0,1274.0,935.0,1583.0,2660.0,2818.0,720.0,1653.0,1255.0,1410.0,728.0,1276.0,2193.0,912.0,1449.0,1031.0,1482.0,1642.0,3582.0,3950.0,6035.0,1512.0,3670.0,2584.0,6088.0,3431.0,2329.0,1434.0,3081.0,3402.0,1802.0,2313.0,2296.0,3422.0,2392.0,2632.0,1521.0,2077.0,1573.0,2566.0,2016.0,2852.0,2067.0,1369.0,1090.0,2031.0,2598.0,808.0,2194.0,1004.0,2598.0,1232.0,1351.0,586.0,1814.0,1388.0,545.0,3065.0
RT,Reticular nucleus of the thalamus,1352.0,18481.0,1802.0,857.0,3902.0,2328.0,885.0,1310.0,421.0,955.0,3836.0,3097.0,2306.0,1500.0,1510.0,848.0,461.0,876.0,1735.0,1547.0,1336.0,1468.0,2096.0,2585.0,2279.0,2609.0,4248.0,1177.0,1549.0,1117.0,8087.0,1352.0,935.0,391.0,613.0,1197.0,7027.0,4052.0,2538.0,3976.0,8010.0,9005.0,2652.0,4834.0,5985.0,5241.0,5973.0,6904.0,3115.0,1147.0,678.0,4145.0,586.0,1350.0,1012.0,326.0,1266.0,1066.0,889.0,301.0,762.0,485.0,252.0,1525.0
IMD,Intermediodorsal nucleus of the thalamus,1647.0,3347.0,1124.0,640.0,1737.0,1101.0,1412.0,2718.0,653.0,2984.0,2599.0,1409.0,1056.0,1284.0,1838.0,332.0,870.0,994.0,1197.0,766.0,867.0,962.0,1573.0,1185.0,1760.0,1806.0,3868.0,1295.0,2210.0,1789.0,2604.0,1694.0,1073.0,1696.0,2888.0,4767.0,2681.0,2847.0,2028.0,5135.0,4063.0,3586.0,3143.0,3178.0,3269.0,3257.0,3668.0,3674.0,996.0,793.0,551.0,2767.0,1090.0,769.0,1084.0,885.0,1459.0,1847.0,1018.0,343.0,989.0,1873.0,246.0,1602.0
IntG,Intermediate geniculate nucleus,107.0,249.0,159.0,137.0,246.0,183.0,2.0,105.0,18.0,174.0,358.0,227.0,33.0,64.0,207.0,76.0,133.0,187.0,304.0,133.0,186.0,254.0,262.0,300.0,260.0,337.0,350.0,7.0,141.0,204.0,97.0,118.0,74.0,20.0,54.0,119.0,189.0,403.0,288.0,563.0,373.0,405.0,316.0,444.0,372.0,367.0,380.0,377.0,208.0,152.0,95.0,240.0,89.0,80.0,39.0,41.0,168.0,146.0,100.0,34.0,28.0,31.0,19.0,131.0
LGv,Ventral part of the lateral geniculate complex,1321.0,3732.0,1907.0,2161.0,2834.0,3051.0,1466.0,3373.0,809.0,2898.0,5275.0,3482.0,1575.0,3962.0,3560.0,1524.0,2031.0,2402.0,3407.0,2532.0,3548.0,3491.0,2595.0,3325.0,3694.0,2927.0,5233.0,1044.0,697.0,2640.0,3330.0,2437.0,5340.0,900.0,1726.0,6547.0,3516.0,3109.0,2600.0,5029.0,3524.0,4820.0,3083.0,4204.0,4961.0,4042.0,3641.0,4406.0,3349.0,2303.0,1424.0,3140.0,2683.0,1939.0,277.0,2501.0,3060.0,2472.0,2712.0,760.0,2589.0,1192.0,255.0,4814.0
SubG,Subgeniculate nucleus,54.0,174.0,29.0,20.0,87.0,28.0,9.0,68.0,17.0,52.0,86.0,69.0,67.0,69.0,39.0,25.0,8.0,29.0,54.0,27.0,35.0,36.0,38.0,33.0,137.0,55.0,181.0,83.0,24.0,72.0,166.0,164.0,59.0,0.0,35.0,69.0,58.0,27.0,41.0,48.0,59.0,87.0,38.0,96.0,62.0,52.0,153.0,67.0,46.0,47.0,24.0,106.0,19.0,22.0,11.0,17.0,21.0,63.0,36.0,12.0,28.0,6.0,9.0,103.0
MH,Medial habenula,200.0,4716.0,132.0,516.0,387.0,1802.0,246.0,608.0,511.0,505.0,279.0,343.0,43.0,144.0,955.0,174.0,331.0,134.0,444.0,288.0,355.0,333.0,355.0,364.0,763.0,559.0,492.0,568.0,557.0,93.0,855.0,125.0,687.0,1825.0,94.0,529.0,425.0,466.0,481.0,838.0,1242.0,1352.0,1099.0,946.0,1421.0,1100.0,643.0,968.0,220.0,116.0,197.0,475.0,1499.0,996.0,149.0,459.0,536.0,18.0,641.0,176.0,311.0,25.0,286.0,392.0
LH,Lateral habenula,1097.0,5373.0,1131.0,881.0,1667.0,2158.0,1185.0,1407.0,1246.0,1631.0,1736.0,1379.0,1007.0,1937.0,1125.0,410.0,638.0,643.0,970.0,962.0,693.0,1003.0,1311.0,897.0,3488.0,3295.0,5971.0,1596.0,3093.0,2068.0,2645.0,2629.0,752.0,1849.0,588.0,1706.0,2880.0,2430.0,2485.0,3349.0,3437.0,4345.0,2735.0,2639.0,3245.0,3632.0,2854.0,3111.0,801.0,227.0,503.0,1611.0,1607.0,1079.0,459.0,506.0,1613.0,492.0,1348.0,691.0,840.0,236.0,208.0,1652.0
CL,Central lateral nucleus of the thalamus,604.0,6209.0,494.0,359.0,1734.0,941.0,598.0,1221.0,457.0,2065.0,2656.0,1412.0,1256.0,1097.0,805.0,462.0,744.0,761.0,1275.0,951.0,728.0,824.0,1742.0,1006.0,2051.0,2151.0,4639.0,1196.0,1123.0,1505.0,1769.0,1865.0,415.0,2482.0,925.0,2576.0,3705.0,4578.0,2613.0,5285.0,7476.0,7977.0,4756.0,7421.0,7050.0,7579.0,6587.0,7153.0,618.0,474.0,749.0,1921.0,1375.0,750.0,506.0,313.0,1342.0,1915.0,831.0,239.0,884.0,137.0,230.0,688.0
LD,Lateral dorsal nucleus of thalamus,466.0,14422.0,216.0,207.0,730.0,637.0,248.0,654.0,588.0,421.0,850.0,366.0,895.0,1448.0,520.0,352.0,202.0,100.0,1045.0,189.0,194.0,779.0,1066.0,671.0,980.0,508.0,561.0,219.0,489.0,210.0,631.0,349.0,504.0,218.0,326.0,297.0,2508.0,2493.0,927.0,1347.0,9617.0,7262.0,2058.0,6797.0,6186.0,10106.0,5164.0,10608.0,376.0,316.0,157.0,518.0,871.0,266.0,401.0,174.0,429.0,585.0,571.0,441.0,451.0,22.0,81.0,221.0
PVT,Paraventricular nucleus of the thalamus,5683.0,9413.0,3258.0,3964.0,10530.0,6344.0,4846.0,14039.0,6294.0,9157.0,7609.0,8451.0,4347.0,8840.0,7634.0,5843.0,6828.0,6097.0,7680.0,6977.0,6493.0,5738.0,8818.0,7694.0,6398.0,5387.0,17083.0,5953.0,6885.0,5344.0,5288.0,8994.0,14340.0,24081.0,14503.0,25960.0,7585.0,9751.0,9749.0,18908.0,8521.0,10221.0,9662.0,7018.0,7461.0,9165.0,6930.0,8727.0,6870.0,3367.0,5415.0,9493.0,10371.0,10462.0,10526.0,8562.0,7598.0,5477.0,5399.0,1895.0,7461.0,9120.0,4810.0,13582.0
IAM,Interanteromedial nucleus of the thalamus,343.0,863.0,410.0,172.0,566.0,466.0,84.0,426.0,204.0,647.0,691.0,452.0,455.0,495.0,428.0,134.0,66.0,108.0,423.0,103.0,199.0,223.0,534.0,243.0,488.0,679.0,1386.0,484.0,461.0,509.0,1207.0,357.0,158.0,564.0,623.0,811.0,591.0,484.0,441.0,1294.0,982.0,987.0,819.0,688.0,853.0,889.0,866.0,581.0,280.0,373.0,74.0,635.0,155.0,257.0,210.0,130.0,439.0,259.0,298.0,83.0,152.0,246.0,87.0,489.0
